Timestamp,Equipment,Target,Current_Value,Valve_Pos
2026-05-04 20:31:10.772,Pump (RPM),1500.0,170.0,100
2026-05-04 20:31:11.913,Pump (RPM),1500.0,340.0,100
2026-05-04 20:31:13.039,Pump (RPM),1500.0,510.0,100
2026-05-04 20:31:14.176,Pump (RPM),1500.0,680.0,100
2026-05-04 20:31:15.299,Pump (RPM),1500.0,850.0,100
2026-05-04 20:31:16.432,Pump (RPM),1500.0,1020.0,100
2026-05-04 20:31:17.594,Pump (RPM),1500.0,1190.0,100
2026-05-04 20:31:18.724,Pump (RPM),1500.0,1360.0,100
2026-05-04 20:31:19.874,Pump (RPM),1500.0,1530.0,100
2026-05-04 20:31:20.996,Pump (RPM),1500.0,1700.0,100
2026-05-04 20:31:22.134,Pump (RPM),1500.0,1690.0,0
2026-05-04 20:31:23.276,Pump (RPM),1500.0,1680.0,0
2026-05-04 20:31:24.418,Pump (RPM),1500.0,1670.0,0
2026-05-04 20:31:25.547,Pump (RPM),1500.0,1660.0,0
2026-05-04 20:31:26.687,Pump (RPM),1500.0,1650.0,0
2026-05-04 20:31:27.828,Pump (RPM),1500.0,1640.0,0
2026-05-04 20:31:28.957,Pump (RPM),1500.0,1630.0,0
2026-05-04 20:31:30.098,Pump (RPM),1500.0,1620.0,0
2026-05-04 20:31:31.243,Pump (RPM),1500.0,1610.0,0
2026-05-04 20:31:32.379,Pump (RPM),1500.0,1600.0,0
2026-05-04 20:31:33.513,Pump (RPM),1500.0,1590.0,0
2026-05-04 20:31:34.641,Pump (RPM),1500.0,1580.0,0
2026-05-04 20:31:35.782,Pump (RPM),1500.0,1570.0,0
2026-05-04 20:31:36.918,Pump (RPM),1500.0,1560.0,0
2026-05-04 20:31:38.059,Pump (RPM),1500.0,1550.0,0
2026-05-04 20:31:39.187,Pump (RPM),1500.0,1540.0,0
2026-05-04 20:31:40.311,Pump (RPM),1500.0,1530.0,0
2026-05-04 20:31:41.441,Pump (RPM),1500.0,1520.0,0
2026-05-04 20:31:42.569,Pump (RPM),1500.0,1510.0,0
2026-05-04 20:31:43.726,Pump (RPM),1500.0,1500.0,0
2026-05-04 20:31:44.867,Pump (RPM),1500.0,1490.0,0
2026-05-04 20:31:46.027,Pump (RPM),1500.0,1585.3,58.5
2026-05-04 20:31:47.173,Pump (RPM),1500.0,1575.3,0
2026-05-04 20:31:48.312,Pump (RPM),1500.0,1565.3,0
2026-05-04 20:31:49.474,Pump (RPM),1500.0,1555.3,0
2026-05-04 20:31:50.620,Pump (RPM),1500.0,1545.3,0
2026-05-04 20:31:51.753,Pump (RPM),1500.0,1535.3,0
2026-05-04 20:31:52.888,Pump (RPM),1500.0,1525.3,0
2026-05-04 20:31:54.032,Pump (RPM),1500.0,1515.3,0
2026-05-04 20:31:55.167,Pump (RPM),1500.0,1505.3,0
2026-05-04 20:31:56.343,Pump (RPM),1500.0,1495.3,0
2026-05-04 20:31:57.476,Pump (RPM),1500.0,1537.82,29.18
2026-05-04 20:31:58.624,Pump (RPM),1500.0,1527.82,0
2026-05-04 20:31:59.755,Pump (RPM),1500.0,1517.82,0
2026-05-04 20:32:00.902,Pump (RPM),1500.0,1507.82,0
2026-05-04 20:32:02.055,Pump (RPM),1500.0,1497.82,0
2026-05-04 20:32:03.195,Pump (RPM),1500.0,1504.55,9.3
2026-05-04 20:32:04.381,Pump (RPM),1500.0,1494.55,0
2026-05-04 20:32:05.520,Pump (RPM),1500.0,1562.32,43.2
2026-05-04 20:32:06.657,Pump (RPM),1500.0,1552.32,0
2026-05-04 20:32:07.807,Pump (RPM),1500.0,1542.32,0
2026-05-04 20:32:08.941,Pump (RPM),1500.0,1532.32,0
2026-05-04 20:32:10.073,Pump (RPM),1500.0,1522.32,0
2026-05-04 20:32:11.204,Pump (RPM),1500.0,1512.32,0
2026-05-04 20:32:12.355,Pump (RPM),1500.0,1502.32,0
2026-05-04 20:32:13.486,Pump (RPM),1500.0,1492.32,0
2026-05-04 20:32:14.625,Pump (RPM),1500.0,1605.13,68.23
2026-05-04 20:32:15.792,Pump (RPM),1500.0,1595.13,0
2026-05-04 20:32:16.920,Pump (RPM),1500.0,1585.13,0
2026-05-04 20:32:18.058,Pump (RPM),1500.0,1575.13,0
2026-05-04 20:32:19.206,Pump (RPM),1500.0,1565.13,0
2026-05-04 20:32:20.335,Pump (RPM),1500.0,1555.13,0
2026-05-04 20:32:21.494,Pump (RPM),1500.0,1545.13,0
2026-05-04 20:32:22.637,Pump (RPM),1500.0,1535.13,0
2026-05-04 20:32:23.778,Pump (RPM),1500.0,1525.13,0
2026-05-04 20:32:24.914,Pump (RPM),1500.0,1515.13,0
2026-05-04 20:32:26.037,Pump (RPM),1500.0,1505.13,0
2026-05-04 20:32:27.179,Pump (RPM),1500.0,1495.13,0
2026-05-04 20:32:28.324,Pump (RPM),1500.0,1537.76,29.24
2026-05-04 20:32:29.491,Pump (RPM),1500.0,1527.76,0
2026-05-04 20:32:30.629,Pump (RPM),1500.0,1517.76,0
2026-05-04 20:32:31.782,Pump (RPM),1500.0,1507.76,0
2026-05-04 20:32:32.908,Pump (RPM),1500.0,1497.76,0
2026-05-04 20:32:34.033,Pump (RPM),1500.0,1498.44,5.93
2026-05-04 20:32:35.182,Pump (RPM),1500.0,1496.36,4.4
2026-05-04 20:32:36.317,Pump (RPM),1500.0,1529.69,24.07
2026-05-04 20:32:37.459,Pump (RPM),1500.0,1519.69,0
2026-05-04 20:32:38.587,Pump (RPM),1500.0,1509.69,0
2026-05-04 20:32:39.723,Pump (RPM),1500.0,1499.69,0
2026-05-04 20:32:40.853,Pump (RPM),1500.0,1489.69,0
2026-05-04 20:32:41.977,Pump (RPM),1500.0,1650.35,94.81
2026-05-04 20:32:43.112,Pump (RPM),1500.0,1640.35,0
2026-05-04 20:32:44.242,Pump (RPM),1500.0,1630.35,0
2026-05-04 20:32:45.390,Pump (RPM),1500.0,1620.35,0
2026-05-04 20:32:46.528,Pump (RPM),1500.0,1610.35,0
2026-05-04 20:32:47.675,Pump (RPM),1500.0,1600.35,0
2026-05-04 20:32:48.834,Pump (RPM),1500.0,1590.35,0
2026-05-04 20:32:49.982,Pump (RPM),1500.0,1580.35,0
2026-05-04 20:32:51.128,Pump (RPM),1500.0,1570.35,0
